store_id,store_code,store_name,city,state,city_tier,cluster_zone,store_type,store_size_sqft,opening_date,created_at
201,STR01201,ValueStore Saharanpur - North-97,Saharanpur,Uttar Pradesh,3,North,Supermarket,15875,2020-11-29,2026-05-30 01:02:25
202,STR01202,BigBazaar Amritsar - Central-54,Amritsar,Punjab,3,North,Convenience,1322,2023-09-14,2026-05-30 01:02:25
203,STR01203,FreshKart Amritsar - Plaza-12,Amritsar,Punjab,3,North,Supermarket,18043,2011-09-29,2026-05-30 01:02:25
204,STR01204,QuickMart Durgapur - East-87,Durgapur,West Bengal,3,East,Hypermarket,44515,2018-12-18,2026-05-30 01:02:25
205,STR01205,QuickMart Varanasi - South-05,Varanasi,Uttar Pradesh,2,North,Wholesale,41853,2025-09-21,2026-05-30 01:02:25
206,STR01206,QuickMart Gwalior - Park-32,Gwalior,Madhya Pradesh,3,Central,Convenience,1983,2024-10-18,2026-05-30 01:02:25
207,STR01207,CityStore Belgaum - Main-18,Belgaum,Karnataka,3,South,Express,5266,2010-12-09,2026-05-30 01:02:25
208,STR01208,ValueStore Faridabad - Plaza-21,Faridabad,Haryana,2,North,Supermarket,21177,2014-12-29,2026-05-30 01:02:25
209,STR01209,QuickMart Gaya - West-63,Gaya,Bihar,3,East,Express,2799,2013-06-28,2026-05-30 01:02:25
210,STR01210,DailyNeeds Ajmer - Park-68,Ajmer,Rajasthan,3,North,Express,2027,2023-11-16,2026-05-30 01:02:25
211,STR01211,UrbanMart Gorakhpur - North-91,Gorakhpur,Uttar Pradesh,3,North,Express,3574,2024-03-31,2026-05-30 01:02:25
212,STR01212,FreshKart Pune - Square-79,Pune,Maharashtra,1,West,Supermarket,20792,2014-10-06,2026-05-30 01:02:25
213,STR01213,QuickMart Siliguri - Plaza-69,Siliguri,West Bengal,3,East,Department Store,39985,2020-05-18,2026-05-30 01:02:25
214,STR01214,DailyNeeds Lucknow - Plaza-39,Lucknow,Uttar Pradesh,2,North,Supermarket,28954,2011-01-07,2026-05-30 01:02:25
215,STR01215,FreshKart Thiruvananthapuram - Plaza-91,Thiruvananthapuram,Kerala,2,South,Hypermarket,66598,2019-03-21,2026-05-30 01:02:25
216,STR01216,CityStore Dhanbad - Square-67,Dhanbad,Jharkhand,3,East,Wholesale,29461,2022-11-29,2026-05-30 01:02:25
217,STR01217,ValueStore Salem - South-70,Salem,Tamil Nadu,3,South,Convenience,989,2021-01-16,2026-05-30 01:02:25
218,STR01218,MegaMart Delhi - Plaza-69,Delhi,Delhi,1,North,Wholesale,36218,2015-03-28,2026-05-30 01:02:25
219,STR01219,CityStore Hisar - West-03,Hisar,Haryana,3,North,Supermarket,21951,2016-06-03,2026-05-30 01:02:25
220,STR01220,RetailMart Aligarh - Park-88,Aligarh,Uttar Pradesh,3,North,Express,4279,2010-06-29,2026-05-30 01:02:25
221,STR01221,SmartShop Gaya - Main-71,Gaya,Bihar,3,East,Express,4283,2015-12-05,2026-05-30 01:02:25
222,STR01222,CityStore Gandhinagar - Plaza-99,Gandhinagar,Gujarat,3,West,Express,2372,2019-10-20,2026-05-30 01:02:25
223,STR01223,CityStore Gwalior - Plaza-42,Gwalior,Madhya Pradesh,3,Central,Supermarket,20943,2023-11-04,2026-05-30 01:02:25
224,STR01224,BigBazaar Nagpur - Junction-50,Nagpur,Maharashtra,2,West,Convenience,2451,2011-08-08,2026-05-30 01:02:25
225,STR01225,FreshKart Bhilai - North-34,Bhilai,Chhattisgarh,3,Central,Wholesale,47607,2017-09-19,2026-05-30 01:02:25
226,STR01226,BigBazaar Shimla - Central-86,Shimla,Himachal Pradesh,3,North,Express,4155,2010-07-28,2026-05-30 01:02:25
227,STR01227,ValueStore Cuttack - East-42,Cuttack,Odisha,3,East,Convenience,2082,2018-06-25,2026-05-30 01:02:25
228,STR01228,FreshKart Varanasi - East-76,Varanasi,Uttar Pradesh,2,North,Supermarket,18494,2014-07-31,2026-05-30 01:02:25
229,STR01229,FreshKart Lucknow - West-25,Lucknow,Uttar Pradesh,2,North,Wholesale,34478,2016-10-03,2026-05-30 01:02:25
230,STR01230,BigBazaar Guntur - Square-71,Guntur,Andhra Pradesh,3,South,Hypermarket,75874,2021-02-23,2026-05-30 01:02:25
231,STR01231,FreshKart Tirupati - Junction-53,Tirupati,Andhra Pradesh,3,South,Convenience,939,2023-10-18,2026-05-30 01:02:25
232,STR01232,SmartShop Gwalior - West-50,Gwalior,Madhya Pradesh,3,Central,Department Store,36866,2022-10-01,2026-05-30 01:02:25
233,STR01233,MegaMart Kolkata - Park-60,Kolkata,West Bengal,1,East,Express,2645,2022-11-17,2026-05-30 01:02:25
234,STR01234,ValueStore Kanpur - Central-06,Kanpur,Uttar Pradesh,2,North,Supermarket,29358,2020-07-16,2026-05-30 01:02:25
235,STR01235,RetailMart Ajmer - Main-24,Ajmer,Rajasthan,3,North,Express,5651,2011-11-24,2026-05-30 01:02:25
236,STR01236,RetailMart Moradabad - East-65,Moradabad,Uttar Pradesh,3,North,Wholesale,26938,2021-05-10,2026-05-30 01:02:25
237,STR01237,BigBazaar Jamnagar - East-07,Jamnagar,Gujarat,3,West,Supermarket,28381,2021-04-10,2026-05-30 01:02:25
238,STR01238,MegaMart Ludhiana - Square-99,Ludhiana,Punjab,2,North,Wholesale,55774,2014-07-14,2026-05-30 01:02:25
239,STR01239,ValueStore Agra - Square-57,Agra,Uttar Pradesh,2,North,Hypermarket,89682,2023-05-15,2026-05-30 01:02:25
240,STR01240,BigBazaar Udaipur - Main-63,Udaipur,Rajasthan,3,North,Convenience,1171,2015-06-21,2026-05-30 01:02:25
241,STR01241,SmartShop Dhanbad - East-74,Dhanbad,Jharkhand,3,East,Wholesale,27096,2014-06-07,2026-05-30 01:02:25
242,STR01242,SmartShop Shimla - Park-30,Shimla,Himachal Pradesh,3,North,Express,4207,2021-05-23,2026-05-30 01:02:25
243,STR01243,QuickMart Amravati - Junction-25,Amravati,Maharashtra,3,West,Wholesale,33141,2015-09-07,2026-05-30 01:02:25
244,STR01244,ValueStore Anand - North-39,Anand,Gujarat,3,West,Convenience,1439,2020-07-02,2026-05-30 01:02:25
245,STR01245,DailyNeeds Jabalpur - Junction-02,Jabalpur,Madhya Pradesh,3,Central,Wholesale,53989,2014-02-23,2026-05-30 01:02:25
246,STR01246,BigBazaar Gwalior - Plaza-35,Gwalior,Madhya Pradesh,3,Central,Hypermarket,68927,2017-06-21,2026-05-30 01:02:25
247,STR01247,UrbanMart Bareilly - South-81,Bareilly,Uttar Pradesh,3,North,Convenience,973,2018-05-26,2026-05-30 01:02:25
248,STR01248,RetailMart Jamshedpur - West-98,Jamshedpur,Jharkhand,3,East,Express,2257,2013-03-04,2026-05-30 01:02:25
249,STR01249,UrbanMart Warangal - Junction-07,Warangal,Telangana,3,South,Wholesale,28545,2013-03-31,2026-05-30 01:02:25
250,STR01250,UrbanMart Mumbai - South-19,Mumbai,Maharashtra,1,West,Supermarket,18886,2016-08-05,2026-05-30 01:02:25
251,STR01251,DailyNeeds Chennai - North-81,Chennai,Tamil Nadu,1,South,Hypermarket,83809,2010-01-04,2026-05-30 01:02:25
252,STR01252,FreshKart Tirunelveli - East-75,Tirunelveli,Tamil Nadu,3,South,Department Store,25096,2011-05-29,2026-05-30 01:02:25
253,STR01253,QuickMart Ranchi - North-34,Ranchi,Jharkhand,3,East,Supermarket,34211,2018-04-18,2026-05-30 01:02:25
254,STR01254,FreshKart Madurai - Plaza-33,Madurai,Tamil Nadu,3,South,Supermarket,30802,2013-11-11,2026-05-30 01:02:25
255,STR01255,CityStore Faridabad - South-99,Faridabad,Haryana,2,North,Department Store,42995,2014-09-14,2026-05-30 01:02:25
256,STR01256,CityStore Kolkata - North-35,Kolkata,West Bengal,1,East,Hypermarket,81969,2024-10-02,2026-05-30 01:02:25
257,STR01257,QuickMart Bhubaneswar - Main-35,Bhubaneswar,Odisha,3,East,Express,4599,2019-03-28,2026-05-30 01:02:25
258,STR01258,FreshKart Asansol - Square-25,Asansol,West Bengal,3,East,Convenience,2935,2019-08-29,2026-05-30 01:02:25
259,STR01259,SmartShop Hyderabad - Central-99,Hyderabad,Telangana,1,South,Wholesale,50720,2020-08-12,2026-05-30 01:02:25
260,STR01260,DailyNeeds Kolkata - Square-94,Kolkata,West Bengal,1,East,Hypermarket,88606,2013-06-15,2026-05-30 01:02:25
261,STR01261,MegaMart Siliguri - Park-10,Siliguri,West Bengal,3,East,Convenience,1137,2025-12-11,2026-05-30 01:02:25
262,STR01262,RetailMart Muzaffarpur - South-07,Muzaffarpur,Bihar,3,East,Supermarket,27841,2015-03-31,2026-05-30 01:02:25
263,STR01263,ValueStore Shimla - Plaza-97,Shimla,Himachal Pradesh,3,North,Express,3488,2018-11-04,2026-05-30 01:02:25
264,STR01264,QuickMart Bhilai - South-72,Bhilai,Chhattisgarh,3,Central,Supermarket,33638,2018-06-20,2026-05-30 01:02:25
265,STR01265,DailyNeeds Chandigarh - Main-38,Chandigarh,Chandigarh,2,North,Supermarket,31748,2014-10-11,2026-05-30 01:02:25
266,STR01266,UrbanMart Gaya - Central-37,Gaya,Bihar,3,East,Express,3010,2020-11-07,2026-05-30 01:02:25
267,STR01267,MegaMart Moradabad - Square-88,Moradabad,Uttar Pradesh,3,North,Supermarket,19315,2023-04-03,2026-05-30 01:02:25
268,STR01268,CityStore Srinagar - West-62,Srinagar,Jammu and Kashmir,2,North,Department Store,45558,2017-12-14,2026-05-30 01:02:25
269,STR01269,DailyNeeds Mumbai - West-60,Mumbai,Maharashtra,1,West,Hypermarket,56311,2022-01-20,2026-05-30 01:02:25
270,STR01270,QuickMart Mysuru - Central-74,Mysuru,Karnataka,2,South,Convenience,1462,2017-01-23,2026-05-30 01:02:25
271,STR01271,QuickMart Tiruchirappalli - East-08,Tiruchirappalli,Tamil Nadu,3,South,Hypermarket,53677,2014-01-19,2026-05-30 01:02:25
272,STR01272,DailyNeeds Moradabad - Park-46,Moradabad,Uttar Pradesh,3,North,Wholesale,41455,2019-08-28,2026-05-30 01:02:25
273,STR01273,UrbanMart Indore - Junction-37,Indore,Madhya Pradesh,2,Central,Hypermarket,87851,2010-06-25,2026-05-30 01:02:25
274,STR01274,RetailMart Thiruvananthapuram - Main-51,Thiruvananthapuram,Kerala,2,South,Supermarket,31934,2015-03-29,2026-05-30 01:02:25
275,STR01275,MegaMart Madurai - Junction-67,Madurai,Tamil Nadu,3,South,Express,4010,2022-10-22,2026-05-30 01:02:25
276,STR01276,UrbanMart Bhagalpur - Junction-63,Bhagalpur,Bihar,3,East,Express,3846,2014-03-19,2026-05-30 01:02:25
277,STR01277,MegaMart Jabalpur - East-39,Jabalpur,Madhya Pradesh,3,Central,Convenience,1646,2016-11-24,2026-05-30 01:02:25
278,STR01278,UrbanMart Patna - West-70,Patna,Bihar,2,East,Department Store,20144,2015-08-04,2026-05-30 01:02:25
279,STR01279,QuickMart Bhavnagar - Plaza-25,Bhavnagar,Gujarat,3,West,Express,4355,2014-08-25,2026-05-30 01:02:25
280,STR01280,RetailMart Erode - East-39,Erode,Tamil Nadu,3,South,Department Store,44731,2010-03-20,2026-05-30 01:02:25
281,STR01281,CityStore Jamshedpur - South-96,Jamshedpur,Jharkhand,3,East,Convenience,1191,2017-06-10,2026-05-30 01:02:25
282,STR01282,MegaMart Gurgaon - North-31,Gurgaon,Haryana,3,North,Convenience,2548,2012-12-10,2026-05-30 01:02:25
283,STR01283,FreshKart Jalandhar - Central-05,Jalandhar,Punjab,3,North,Convenience,2422,2025-07-02,2026-05-30 01:02:25
284,STR01284,UrbanMart Karimnagar - Park-85,Karimnagar,Telangana,3,South,Department Store,45006,2024-01-30,2026-05-30 01:02:25
285,STR01285,CityStore Jamnagar - Junction-06,Jamnagar,Gujarat,3,West,Convenience,1429,2024-08-03,2026-05-30 01:02:25
286,STR01286,FreshKart Jalandhar - Junction-98,Jalandhar,Punjab,3,North,Department Store,34622,2022-03-20,2026-05-30 01:02:25
287,STR01287,SmartShop Jamnagar - East-37,Jamnagar,Gujarat,3,West,Express,2423,2019-05-31,2026-05-30 01:02:25
288,STR01288,DailyNeeds Rajkot - Main-93,Rajkot,Gujarat,2,West,Supermarket,23503,2022-11-17,2026-05-30 01:02:25
289,STR01289,MegaMart Srinagar - West-54,Srinagar,Jammu and Kashmir,2,North,Convenience,1489,2015-08-10,2026-05-30 01:02:25
290,STR01290,MegaMart Bhavnagar - West-53,Bhavnagar,Gujarat,3,West,Supermarket,27105,2012-08-05,2026-05-30 01:02:25
291,STR01291,QuickMart Amravati - West-45,Amravati,Maharashtra,3,West,Department Store,42581,2020-04-03,2026-05-30 01:02:25
292,STR01292,UrbanMart Bareilly - Main-40,Bareilly,Uttar Pradesh,3,North,Convenience,1698,2022-07-10,2026-05-30 01:02:25
293,STR01293,RetailMart Faridabad - Square-25,Faridabad,Haryana,2,North,Supermarket,34320,2021-07-20,2026-05-30 01:02:25
294,STR01294,RetailMart Surat - Junction-40,Surat,Gujarat,2,West,Convenience,2604,2012-07-24,2026-05-30 01:02:25
295,STR01295,DailyNeeds Cuttack - West-63,Cuttack,Odisha,3,East,Department Store,29404,2012-09-09,2026-05-30 01:02:25
296,STR01296,QuickMart Hyderabad - West-97,Hyderabad,Telangana,1,South,Department Store,26280,2023-11-01,2026-05-30 01:02:25
297,STR01297,DailyNeeds Anand - Junction-54,Anand,Gujarat,3,West,Hypermarket,82936,2015-12-24,2026-05-30 01:02:25
298,STR01298,RetailMart Coimbatore - Park-36,Coimbatore,Tamil Nadu,2,South,Wholesale,38367,2022-04-14,2026-05-30 01:02:25
299,STR01299,ValueStore Srinagar - Main-21,Srinagar,Jammu and Kashmir,2,North,Convenience,1468,2010-10-01,2026-05-30 01:02:25
300,STR01300,QuickMart Kanpur - Plaza-42,Kanpur,Uttar Pradesh,2,North,Express,5342,2012-09-18,2026-05-30 01:02:25
301,STR01301,DailyNeeds Nagpur - West-71,Nagpur,Maharashtra,2,West,Convenience,981,2013-12-21,2026-05-30 01:02:25
302,STR01302,MegaMart Erode - West-08,Erode,Tamil Nadu,3,South,Supermarket,32736,2016-09-03,2026-05-30 01:02:25
303,STR01303,MegaMart Mysuru - South-26,Mysuru,Karnataka,2,South,Convenience,2157,2019-09-25,2026-05-30 01:02:25
304,STR01304,SmartShop Jabalpur - West-94,Jabalpur,Madhya Pradesh,3,Central,Convenience,1930,2011-02-19,2026-05-30 01:02:25
305,STR01305,QuickMart Bengaluru - South-02,Bengaluru,Karnataka,1,South,Express,4878,2011-04-06,2026-05-30 01:02:25
306,STR01306,BigBazaar Gorakhpur - Central-18,Gorakhpur,Uttar Pradesh,3,North,Department Store,25267,2018-08-09,2026-05-30 01:02:25
307,STR01307,CityStore Chandigarh - West-03,Chandigarh,Chandigarh,2,North,Hypermarket,88258,2010-06-06,2026-05-30 01:02:25
308,STR01308,QuickMart Jabalpur - Plaza-63,Jabalpur,Madhya Pradesh,3,Central,Department Store,31931,2023-08-05,2026-05-30 01:02:25
309,STR01309,BigBazaar Lucknow - North-58,Lucknow,Uttar Pradesh,2,North,Express,2890,2022-08-15,2026-05-30 01:02:25
310,STR01310,MegaMart Anand - Plaza-41,Anand,Gujarat,3,West,Express,2415,2021-02-14,2026-05-30 01:02:25
311,STR01311,DailyNeeds Amritsar - Square-73,Amritsar,Punjab,3,North,Wholesale,57269,2011-03-09,2026-05-30 01:02:25
312,STR01312,FreshKart Rajkot - Main-92,Rajkot,Gujarat,2,West,Department Store,29864,2020-07-19,2026-05-30 01:02:25
313,STR01313,ValueStore Thiruvananthapuram - North-48,Thiruvananthapuram,Kerala,2,South,Department Store,32401,2022-09-27,2026-05-30 01:02:25
314,STR01314,SmartShop Cuttack - Square-15,Cuttack,Odisha,3,East,Convenience,2259,2017-02-24,2026-05-30 01:02:25
315,STR01315,UrbanMart Indore - Main-54,Indore,Madhya Pradesh,2,Central,Express,4221,2025-06-01,2026-05-30 01:02:25
316,STR01316,CityStore Chandigarh - Main-48,Chandigarh,Chandigarh,2,North,Department Store,28424,2016-05-16,2026-05-30 01:02:25
317,STR01317,FreshKart Mysuru - Plaza-70,Mysuru,Karnataka,2,South,Supermarket,23911,2016-05-01,2026-05-30 01:02:25
318,STR01318,RetailMart Rohtak - East-34,Rohtak,Haryana,3,North,Express,3733,2017-08-24,2026-05-30 01:02:25
319,STR01319,SmartShop Siliguri - Central-90,Siliguri,West Bengal,3,East,Hypermarket,64328,2025-01-13,2026-05-30 01:02:25
320,STR01320,BigBazaar Guntur - Park-60,Guntur,Andhra Pradesh,3,South,Express,2886,2016-09-11,2026-05-30 01:02:25
321,STR01321,RetailMart Chandigarh - West-26,Chandigarh,Chandigarh,2,North,Express,5346,2017-03-22,2026-05-30 01:02:25
322,STR01322,BigBazaar Guntur - Square-59,Guntur,Andhra Pradesh,3,South,Wholesale,59140,2014-09-11,2026-05-30 01:02:25
323,STR01323,MegaMart Kochi - East-52,Kochi,Kerala,2,South,Hypermarket,80723,2015-01-17,2026-05-30 01:02:25
324,STR01324,UrbanMart Chandigarh - Central-63,Chandigarh,Chandigarh,2,North,Express,3506,2020-08-02,2026-05-30 01:02:25
325,STR01325,CityStore Vellore - West-24,Vellore,Tamil Nadu,3,South,Convenience,1143,2020-09-19,2026-05-30 01:02:25
326,STR01326,SmartShop Faridabad - Square-67,Faridabad,Haryana,2,North,Department Store,29003,2013-01-03,2026-05-30 01:02:25
327,STR01327,UrbanMart Kochi - Square-82,Kochi,Kerala,2,South,Supermarket,19960,2022-07-15,2026-05-30 01:02:25
328,STR01328,CityStore Hisar - Plaza-82,Hisar,Haryana,3,North,Express,4411,2022-03-15,2026-05-30 01:02:25
329,STR01329,ValueStore Guntur - North-69,Guntur,Andhra Pradesh,3,South,Supermarket,24359,2018-01-10,2026-05-30 01:02:25
330,STR01330,FreshKart Karimnagar - Park-37,Karimnagar,Telangana,3,South,Express,5159,2018-06-11,2026-05-30 01:02:25
331,STR01331,SmartShop Kolhapur - Plaza-69,Kolhapur,Maharashtra,3,West,Supermarket,24304,2023-06-24,2026-05-30 01:02:25
332,STR01332,DailyNeeds Nagpur - South-90,Nagpur,Maharashtra,2,West,Supermarket,34874,2023-03-02,2026-05-30 01:02:25
333,STR01333,CityStore Kolkata - Junction-15,Kolkata,West Bengal,1,East,Convenience,2454,2010-01-14,2026-05-30 01:02:25
334,STR01334,ValueStore Haridwar - Park-50,Haridwar,Uttarakhand,3,North,Convenience,2459,2015-04-30,2026-05-30 01:02:25
335,STR01335,RetailMart Jaipur - South-16,Jaipur,Rajasthan,2,North,Convenience,2262,2024-03-31,2026-05-30 01:02:25
336,STR01336,CityStore Siliguri - Plaza-58,Siliguri,West Bengal,3,East,Convenience,1868,2024-02-29,2026-05-30 01:02:25
337,STR01337,CityStore Shimla - Central-06,Shimla,Himachal Pradesh,3,North,Express,5562,2019-12-10,2026-05-30 01:02:25
338,STR01338,DailyNeeds Delhi - Plaza-48,Delhi,Delhi,1,North,Hypermarket,50756,2015-05-25,2026-05-30 01:02:25
339,STR01339,MegaMart Patna - Square-72,Patna,Bihar,2,East,Convenience,1467,2010-11-26,2026-05-30 01:02:25
340,STR01340,UrbanMart Aurangabad - East-95,Aurangabad,Maharashtra,2,West,Supermarket,28504,2020-11-26,2026-05-30 01:02:25
341,STR01341,ValueStore Kozhikode - Main-91,Kozhikode,Kerala,3,South,Supermarket,29436,2017-08-30,2026-05-30 01:02:25
342,STR01342,FreshKart Hubli - South-38,Hubli,Karnataka,3,South,Convenience,2824,2016-12-21,2026-05-30 01:02:25
343,STR01343,ValueStore Gwalior - Park-63,Gwalior,Madhya Pradesh,3,Central,Express,3467,2025-04-26,2026-05-30 01:02:25
344,STR01344,BigBazaar Ludhiana - Square-34,Ludhiana,Punjab,2,North,Express,2985,2024-12-31,2026-05-30 01:02:25
345,STR01345,MegaMart Vadodara - Central-30,Vadodara,Gujarat,2,West,Convenience,907,2022-12-31,2026-05-30 01:02:25
346,STR01346,ValueStore Delhi - East-33,Delhi,Delhi,1,North,Convenience,2649,2014-06-24,2026-05-30 01:02:25
347,STR01347,RetailMart Tiruchirappalli - South-10,Tiruchirappalli,Tamil Nadu,3,South,Wholesale,49787,2023-04-18,2026-05-30 01:02:25
348,STR01348,CityStore Tirupati - South-39,Tirupati,Andhra Pradesh,3,South,Express,3413,2019-04-10,2026-05-30 01:02:25
349,STR01349,MegaMart Delhi - East-56,Delhi,Delhi,1,North,Hypermarket,55633,2012-05-08,2026-05-30 01:02:25
350,STR01350,CityStore Durgapur - Junction-17,Durgapur,West Bengal,3,East,Department Store,28915,2012-06-15,2026-05-30 01:02:25
351,STR01351,MegaMart Asansol - Plaza-55,Asansol,West Bengal,3,East,Convenience,2794,2020-11-25,2026-05-30 01:02:25
352,STR01352,FreshKart Belgaum - Main-64,Belgaum,Karnataka,3,South,Convenience,2769,2024-03-08,2026-05-30 01:02:25
353,STR01353,RetailMart Ujjain - Park-06,Ujjain,Madhya Pradesh,3,Central,Convenience,2801,2013-05-22,2026-05-30 01:02:25
354,STR01354,ValueStore Nashik - Park-50,Nashik,Maharashtra,2,West,Wholesale,27487,2024-03-28,2026-05-30 01:02:25
355,STR01355,DailyNeeds Bhopal - South-36,Bhopal,Madhya Pradesh,2,Central,Express,4624,2025-07-20,2026-05-30 01:02:25
356,STR01356,SmartShop Allahabad - Plaza-39,Allahabad,Uttar Pradesh,3,North,Supermarket,25291,2017-08-14,2026-05-30 01:02:25
357,STR01357,DailyNeeds Jodhpur - Park-90,Jodhpur,Rajasthan,3,North,Convenience,1646,2020-10-03,2026-05-30 01:02:25
358,STR01358,RetailMart Gurgaon - Park-15,Gurgaon,Haryana,3,North,Express,3876,2022-11-17,2026-05-30 01:02:25
359,STR01359,FreshKart Gaya - North-46,Gaya,Bihar,3,East,Supermarket,23614,2023-03-02,2026-05-30 01:02:25
360,STR01360,ValueStore Howrah - Plaza-10,Howrah,West Bengal,3,East,Wholesale,48414,2011-07-17,2026-05-30 01:02:25
361,STR01361,DailyNeeds Dhanbad - North-54,Dhanbad,Jharkhand,3,East,Express,2616,2024-11-27,2026-05-30 01:02:25
362,STR01362,SmartShop Amritsar - South-61,Amritsar,Punjab,3,North,Department Store,37335,2012-12-24,2026-05-30 01:02:25
363,STR01363,CityStore Ajmer - Main-19,Ajmer,Rajasthan,3,North,Convenience,2138,2018-03-30,2026-05-30 01:02:25
364,STR01364,RetailMart Guntur - Central-54,Guntur,Andhra Pradesh,3,South,Wholesale,45587,2013-04-16,2026-05-30 01:02:25
365,STR01365,BigBazaar Ludhiana - Main-02,Ludhiana,Punjab,2,North,Department Store,45959,2020-06-17,2026-05-30 01:02:25
366,STR01366,MegaMart Rajkot - West-49,Rajkot,Gujarat,2,West,Supermarket,17305,2017-04-09,2026-05-30 01:02:25
367,STR01367,RetailMart Anand - Junction-97,Anand,Gujarat,3,West,Department Store,27616,2017-04-19,2026-05-30 01:02:25
368,STR01368,FreshKart Agra - East-63,Agra,Uttar Pradesh,2,North,Supermarket,19788,2024-04-07,2026-05-30 01:02:25
369,STR01369,FreshKart Ajmer - West-43,Ajmer,Rajasthan,3,North,Convenience,2425,2019-07-08,2026-05-30 01:02:25
370,STR01370,MegaMart Amritsar - Junction-73,Amritsar,Punjab,3,North,Convenience,1354,2023-03-30,2026-05-30 01:02:25
371,STR01371,SmartShop Haridwar - North-67,Haridwar,Uttarakhand,3,North,Express,3786,2022-04-08,2026-05-30 01:02:25
372,STR01372,UrbanMart Ajmer - West-13,Ajmer,Rajasthan,3,North,Express,5809,2012-09-09,2026-05-30 01:02:25
373,STR01373,DailyNeeds Vadodara - East-19,Vadodara,Gujarat,2,West,Hypermarket,64167,2017-12-27,2026-05-30 01:02:25
374,STR01374,SmartShop Patna - East-39,Patna,Bihar,2,East,Supermarket,23140,2020-03-03,2026-05-30 01:02:25
375,STR01375,RetailMart Belgaum - North-78,Belgaum,Karnataka,3,South,Convenience,2514,2011-02-22,2026-05-30 01:02:25
376,STR01376,DailyNeeds Salem - Park-53,Salem,Tamil Nadu,3,South,Hypermarket,55857,2010-09-16,2026-05-30 01:02:25
377,STR01377,SmartShop Tirunelveli - Plaza-09,Tirunelveli,Tamil Nadu,3,South,Hypermarket,61488,2024-01-09,2026-05-30 01:02:25
378,STR01378,ValueStore Jodhpur - North-38,Jodhpur,Rajasthan,3,North,Convenience,1650,2019-05-16,2026-05-30 01:02:25
379,STR01379,SmartShop Junagadh - West-15,Junagadh,Gujarat,3,West,Convenience,1328,2013-05-17,2026-05-30 01:02:25
380,STR01380,ValueStore Bengaluru - South-87,Bengaluru,Karnataka,1,South,Hypermarket,55405,2011-08-07,2026-05-30 01:02:25
381,STR01381,SmartShop Hubli - Junction-97,Hubli,Karnataka,3,South,Supermarket,17473,2021-01-11,2026-05-30 01:02:25
382,STR01382,DailyNeeds Srinagar - West-77,Srinagar,Jammu and Kashmir,2,North,Hypermarket,72084,2015-11-01,2026-05-30 01:02:25
383,STR01383,DailyNeeds Pune - West-39,Pune,Maharashtra,1,West,Supermarket,25105,2021-05-15,2026-05-30 01:02:25
384,STR01384,ValueStore Tiruchirappalli - West-68,Tiruchirappalli,Tamil Nadu,3,South,Convenience,1373,2010-07-01,2026-05-30 01:02:25
385,STR01385,FreshKart Bengaluru - Square-71,Bengaluru,Karnataka,1,South,Express,2913,2013-02-16,2026-05-30 01:02:25
386,STR01386,DailyNeeds Nellore - East-76,Nellore,Andhra Pradesh,3,South,Department Store,29259,2017-09-14,2026-05-30 01:02:25
387,STR01387,UrbanMart Guwahati - Plaza-63,Guwahati,Assam,2,East,Supermarket,28729,2010-04-13,2026-05-30 01:02:25
388,STR01388,QuickMart Srinagar - Main-22,Srinagar,Jammu and Kashmir,2,North,Wholesale,43871,2018-01-31,2026-05-30 01:02:25
389,STR01389,CityStore Bhavnagar - Square-58,Bhavnagar,Gujarat,3,West,Express,2860,2025-10-25,2026-05-30 01:02:25
390,STR01390,UrbanMart Allahabad - Plaza-26,Allahabad,Uttar Pradesh,3,North,Convenience,1221,2010-03-13,2026-05-30 01:02:25
391,STR01391,QuickMart Aurangabad - Main-56,Aurangabad,Maharashtra,2,West,Wholesale,40062,2013-07-27,2026-05-30 01:02:25
392,STR01392,UrbanMart Bhavnagar - Main-03,Bhavnagar,Gujarat,3,West,Express,3004,2011-09-01,2026-05-30 01:02:25
393,STR01393,FreshKart Asansol - Junction-17,Asansol,West Bengal,3,East,Hypermarket,60876,2010-12-26,2026-05-30 01:02:25
394,STR01394,MegaMart Moradabad - North-63,Moradabad,Uttar Pradesh,3,North,Convenience,946,2022-03-16,2026-05-30 01:02:25
395,STR01395,FreshKart Vellore - Square-64,Vellore,Tamil Nadu,3,South,Convenience,1875,2017-03-12,2026-05-30 01:02:25
396,STR01396,UrbanMart Jamshedpur - Square-97,Jamshedpur,Jharkhand,3,East,Department Store,22609,2025-07-20,2026-05-30 01:02:25
397,STR01397,CityStore Thrissur - Main-31,Thrissur,Kerala,3,South,Express,5406,2018-01-11,2026-05-30 01:02:25
398,STR01398,BigBazaar Bhopal - Junction-22,Bhopal,Madhya Pradesh,2,Central,Department Store,23305,2013-01-24,2026-05-30 01:02:25
399,STR01399,ValueStore Erode - North-54,Erode,Tamil Nadu,3,South,Wholesale,47753,2014-08-13,2026-05-30 01:02:25
400,STR01400,BigBazaar Howrah - East-91,Howrah,West Bengal,3,East,Supermarket,31087,2014-02-19,2026-05-30 01:02:25
401,STR01401,ValueStore Gaya - Junction-76,Gaya,Bihar,3,East,Convenience,2167,2011-06-07,2026-05-30 01:02:25
402,STR01402,RetailMart Tiruchirappalli - Park-97,Tiruchirappalli,Tamil Nadu,3,South,Convenience,1896,2013-05-12,2026-05-30 01:02:25
